name,type,start_time,duration,"data","error"
"Async Serial","data",3.88718331,0.000989582,"",
"Async Serial","data",3.888251176,0.000989582,"
",
"Async Serial","data",3.964671586,0.000989582,"$",
"Async Serial","data",3.965739412,0.000989582,"D",
"Async Serial","data",3.966807236,0.000989582,"F",
"Async Serial","data",3.967875062,0.000989582,"D",
"Async Serial","data",3.968942928,0.000989582,"M",
"Async Serial","data",3.970010752,0.000989582,"D",
"Async Serial","data",3.971078578,0.000989582,",",
"Async Serial","data",3.972146402,0.000989582,"0",
"Async Serial","data",3.973214268,0.000989582,",",
"Async Serial","data",3.974282094,0.000989582," ",
"Async Serial","data",3.975349918,0.000989582,",",
"Async Serial","data",3.976417744,0.000989582," ",
"Async Serial","data",3.97748561,0.000989582,",",
"Async Serial","data",3.978553434,0.000989582," ",
"Async Serial","data",3.97962126,0.000989582,",",
"Async Serial","data",3.980689084,0.000989582," ",
"Async Serial","data",3.98175695,0.000989582,",",
"Async Serial","data",3.982824776,0.000989582," ",
"Async Serial","data",3.9838926,0.000989582,",",
"Async Serial","data",3.984960426,0.000989582," ",
"Async Serial","data",3.986028292,0.000989582,"*",
"Async Serial","data",3.987096116,0.000989582,"",
"Async Serial","data",3.988163942,0.000989582,"
",
"Async Serial","data",4.064673264,0.000989582,"$",
"Async Serial","data",4.065741088,0.000989582,"D",
"Async Serial","data",4.066808954,0.000989582,"F",
"Async Serial","data",4.06787678,0.000989582,"D",
"Async Serial","data",4.068944604,0.000989582,"M",
"Async Serial","data",4.07001243,0.000989582,"D",
"Async Serial","data",4.071080296,0.000989582,",",
"Async Serial","data",4.07214812,0.000989582,"0",
"Async Serial","data",4.073215946,0.000989582,",",
"Async Serial","data",4.07428377,0.000989582," ",
"Async Serial","data",4.075351638,0.000989582,",",
"Async Serial","data",4.076419462,0.000989582," ",
"Async Serial","data",4.077487286,0.000989582,",",
"Async Serial","data",4.078555112,0.000989582," ",
"Async Serial","data",4.079622978,0.000989582,",",
"Async Serial","data",4.080690802,0.000989582," ",
"Async Serial","data",4.081758628,0.000989582,",",
"Async Serial","data",4.082826452,0.000989582," ",
"Async Serial","data",4.083894318,0.000989582,",",
"Async Serial","data",4.084962144,0.000989582," ",
"Async Serial","data",4.086029968,0.000989582,"*",
"Async Serial","data",4.087097794,0.000989582,"",
"Async Serial","data",4.08816566,0.000989582,"
",
"Async Serial","data",4.164592194,0.000989582,"$",
"Async Serial","data",4.16566002,0.000989582,"D",
"Async Serial","data",4.166727844,0.000989582,"F",
"Async Serial","data",4.16779567,0.000989582,"D",
"Async Serial","data",4.168863536,0.000989582,"M",
"Async Serial","data",4.16993136,0.000989582,"D",
"Async Serial","data",4.170999186,0.000989582,",",
"Async Serial","data",4.17206701,0.000989582,"0",
"Async Serial","data",4.173134876,0.000989582,",",
"Async Serial","data",4.174202702,0.000989582," ",
"Async Serial","data",4.175270526,0.000989582,",",
"Async Serial","data",4.176338352,0.000989582," ",
"Async Serial","data",4.177406218,0.000989582,",",
"Async Serial","data",4.178474042,0.000989582," ",
"Async Serial","data",4.179541868,0.000989582,",",
"Async Serial","data",4.180609692,0.000989582," ",
"Async Serial","data",4.181677558,0.000989582,",",
"Async Serial","data",4.182745384,0.000989582," ",
"Async Serial","data",4.183813208,0.000989582,",",
"Async Serial","data",4.184881034,0.000989582," ",
"Async Serial","data",4.1859489,0.000989582,"*",
"Async Serial","data",4.187016724,0.000989582,"",
"Async Serial","data",4.18808455,0.000989582,"
",
"Async Serial","data",4.264669368,0.000989582,"$",
"Async Serial","data",4.265737192,0.000989582,"D",
"Async Serial","data",4.26680506,0.000989582,"F",
"Async Serial","data",4.267872884,0.000989582,"D",
"Async Serial","data",4.268940708,0.000989582,"M",
"Async Serial","data",4.270008534,0.000989582,"D",
"Async Serial","data",4.2710764,0.000989582,",",
"Async Serial","data",4.272144226,0.000989582,"0",
"Async Serial","data",4.27321205,0.000989582,",",
"Async Serial","data",4.274279874,0.000989582," ",
"Async Serial","data",4.275347742,0.000989582,",",
"Async Serial","data",4.276415566,0.000989582," ",
"Async Serial","data",4.27748339,0.000989582,",",
"Async Serial","data",4.278551216,0.000989582," ",
"Async Serial","data",4.279619082,0.000989582,",",
"Async Serial","data",4.280686908,0.000989582," ",
"Async Serial","data",4.281754732,0.000989582,",",
"Async Serial","data",4.282822556,0.000989582," ",
"Async Serial","data",4.283890424,0.000989582,",",
"Async Serial","data",4.284958248,0.000989582," ",
"Async Serial","data",4.286026072,0.000989582,"*",
"Async Serial","data",4.287093898,0.000989582,"",
"Async Serial","data",4.288161764,0.000989582,"
",
"Async Serial","data",4.364754332,0.000989582,"$",
"Async Serial","data",4.365822158,0.000989582,"D",
"Async Serial","data",4.366889982,0.000989582,"F",
"Async Serial","data",4.367957806,0.000989582,"D",
"Async Serial","data",4.369025674,0.000989582,"M",
"Async Serial","data",4.370093498,0.000989582,"D",
"Async Serial","data",4.371161324,0.000989582,",",
"Async Serial","data",4.372229148,0.000989582,"0",
"Async Serial","data",4.373297014,0.000989582,",",
"Async Serial","data",4.37436484,0.000989582," ",
"Async Serial","data",4.375432664,0.000989582,",",
